moment,label
I found out I'm going to be an aunt. My older brother and his wife are having a baby!,affection
having a great workout ,exercise
I finally got paid yesterday and paid off my big bills for the month.,achievement
I had lunch with a friend before he goes out of town for the next two months.,bonding
I had the best deli sandwich for lunch.,enjoy_the_moment
"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy. ",affection
My mom doing my laundry.,affection
Made a new recipe for dinner and it was delicious.,achievement
My friend invited me to go out for the weekend.,bonding
I got caught up on my favorite podcast this week.,leisure
Last weekend my 6 year old son won his first motocross race of the season.,affection
I ate pizza for dinner tonight!,enjoy_the_moment
"for a week or so, I had a lot of really excellent hits, and as a result made more on mturk than I usually am able to, I was able to buy some much needed things",achievement
I figured out I was going on vacation. :),enjoy_the_moment
Today I signed the paper and took the parcel. My hands were itching to open the packet as my curiosity knew no bounds. I ripped the parcel open and found a beautiful I PAD  in it. The parcel had been sent from the Mumbai  and the letter along with it was from my brother who had sent me that wonderful gift. I felt happy and i will to my brother many thanks to him .,affection
A neighbour told me that Joshua is doing well.,bonding
"I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

",achievement
Eating Taco Bell  because I was starving!,leisure
I got to enjoy last weekend with my kids,affection
I got to sleep in today.,leisure
My little girl said her first words today!,affection
My wife brought me lunch at work.,affection
I found $100 on the floor and it had been there for a while so I was sure the owner had moved on already. Free food!,enjoy_the_moment
"My favorite pair of socks were waiting for me, clean when I opened my sock drawer this morning.",enjoy_the_moment
Getting my first profitable month on my website.,achievement
I got complimented on looking buff,achievement
"I got a larger raise than expected from my employer.
",achievement
I did well on a very hard lab practical.,achievement
My husband made me breakfast. ,affection
"I went to the beach with my grandchildren.  We had a blast and spent the day running around, splashing in the waves.  We had food and music and had a great time.  It felt like i was re-living my youth. Great to see the smiles on their faces.",affection
two weeks ago my girlfriend present me a gift and it she said her proposal to me. that day i was very happy.,affection
"I got out of work and knew that I had the next day off, (Sunday). ",enjoy_the_moment
I learned that my wife would be getting a promotion at work.,affection
"I celebrated a birthday this week with my sister, we had a great time.",affection
I went bowling.,leisure
I was able to get my phone bill reduced from AT&T.,achievement
I got in bed early which means I would get a lot of sleep.,leisure
I won 300 dollars at the casino.,achievement
I mailed an item to my sister in another state which she left behind after she visited which was important to her.,affection
I'm getting the free full sized samples that I really need so very much from one website!,achievement
I got back in touch with my dad on a phone call.,affection
About a month ago I received a grade of 94% on an especially strenuous kinesiology final.  ,achievement
I got a big order from a customer.,achievement
My friend called me,bonding
My husband did the dishes for me so I could go get a nice bath and relax for a bit. ,affection
I WENT TO MOVIE,leisure
"It means when we get the desired one in our life, that is the most happiest women. the happiest movement is change to person to person and time to tie, as far as regarding my moment is concerned when got admission in BA. I felt that I would not get better marks in that because, from 10th I studied in urdu medium but BA was in nan medium. But I didn't get nervous I studied harder I struggle more and practice more at the end I got highest marks in that. so it is the most happiest moment in my life according to me.",achievement
i went to my sister home to celebrate their marriage day.we all took photo,affection
I met with my school friends and enjoyed a lot.,bonding
"After months of me struggling to finish in bed, my husband took the time, of his own accord, to make sure I did. Sorry if that's tmi. ",affection
I created an Arduino based project that is quite complex !,achievement
I was very happy when my girlfriend bought me some comfortable jeans from Aeropostale for Valentine's Day. They fit really nicely and I like how she cares about me.,affection
"Even though we took the HESI fundamentals, we also have to pass our nursing courses with a 77% or higher to progress to the next level. I passed both of my courses with an 80 average! I made a 81% on a cumulative final for my nursing class! I am horrible at cumulative exams because of the overwhelming amount of testable materials.  ",achievement
"Restarting the song when you miss your most favorite line. As I hearing the favourable song, I used to sing that song my self.",enjoy_the_moment
My nephews got to meet our new puppy for the first time.,affection
My daughter hugged me before going to bed and told me she was happy she had me as a father. This warmed my heart and made me feel so good as a dad.,affection
I spent some time with a group of friends from work downtown who I hadn't seen in a while. ,bonding
"While taking a break from my computer work, I went outside and stood in a sunny spot, and listened to the birds and felt the breeze and warm sunlight upon my face, and I just had this calm and happy feeling inside.",nature
Yesterday I was accepted to an internship position that I was really hoping to get.,achievement
I made an eBay sale. ,achievement
I found out today that my wife and I were approved for a new apartment and we will be moving in a couple of weeks. ,affection
We went to  theater and watch a comedy film. ,leisure
I found a penny on the ground.,achievement
After spending hours on the internet I finally found a cast iron dutch oven in the smaller size that I want but that isn't popular so finding one in the perfect size at an ideal price is terrific!,achievement
I took my wife shopping and had a great time with her in the makeup and hair department just being there as company due to my ignorance of the products.,affection
i had painted my room and accessories by own.,achievement
"The other day I successfully made healthy chicken wings for myself and my cash-strapped friend. We ate about 20 wings a piece and played mario kart. And it made us very happy. Not only because of the companionship, but because I mastered a new, difficult recipe and it was delicious!",bonding
I have been getting my credit back after all these years.,achievement
I was able to throw a party with some friends that was fun,bonding
I ate my favorite food that I haven't had in a while.,enjoy_the_moment
I was able to take a nap Sunday and my cats slept with me.,affection
I ate Alfonso Mango of this season first time. ,achievement
My neighbor's son had brain surgery and is doing well! ,bonding
My dog got to play outside in the rain.,nature
Going to New York City to see my favorite band play live made me really happy. We stayed at a nice hotel and got to enjoy the city as well.,leisure
My son went on his first job interview.,affection
Was able to surprise my husband with two clean bedrooms and a clean kitchen when he came home from work.,affection
My wife's back is hurting and the back doctor is able to see her two days from now.,affection
I am getting better at doing homework without having a mental breakdown or sleeping.,achievement
I went to see my sister who lives in a different state.,affection
Watching an episode Silicon Valley before falling asleep last night.,leisure
I went to dinner last night with friends who I had not seen in almost 9 months.  We had a great time over dinner and drinks and it was great to catch up with them.,bonding
Sold an item on my small etsy shop.,achievement
My brother knew I owed a good bit of taxes for last year to the IRS. He gave me a gift of $3000 to pay it off so I wouldn't have to worry about setting up a payment plan.,affection
I had an happy moment before 2 months ago is my sweet little pet dog give birth to 4 little cute pomeranian puppies. This is the only one moment that i happened in the past 3 months.,affection
I became an uncle.,affection
The weekend is almost here and i can't wait,enjoy_the_moment
When i share a heart felt moment of joy and laughter with my family and friends.,affection
Having a bbq with family,affection
I WENT TO MOVIE,leisure
"I got the news of my promotion to a higher post.
",achievement
My son passed a competitive exam.,achievement
I kicked a game winning field goal for my semi-professional football team.,achievement
I entered a contest in my school and I made it to second place. ,achievement
One event that occurred in my life in the past three months that made me happy was that I received a higher tax return  than expected. I was very happy to k ow that I was going to be able to pay of some extra bills.,enjoy_the_moment
I celebrated my mother's birthday with her and my husband by taking them on a tour of the Warner Brothers Studio and having Thai food for dinner.,affection
My wife and I played darts.,affection
i visited a orphanage by seeing children made me to felt happy and spent a while with them.,enjoy_the_moment
I WENT TO TEMPLE.,leisure
"I had a great dinner last night, it may not seem a lot but I usually watch what I eat but since it was my birthday my husband took me to my favorite place to eat and I ate all the carbs I wanted without guilt",affection
I finished cleaning my old apartment to officially move out.,achievement
I was with my three years daughter. Her talks really amuse me. I felt very happy and amused with her innocent remarks.,affection
I made plans with a good friend to have a breakup party so that she can get out of a fairly toxic relationship.,bonding
I WANT TO TEMPLE,leisure
The look on my wife's face when i gifted her iphone 7,affection
I finally bought a car that I liked for a long time.,achievement
I managed to do enough work that enabled me to achieve my daily target on Amazon Mechanical Turk.,achievement
I got to meet up with an old friend.,bonding
My parents took me out to eat at a nice asian restaurant.,affection
Finished all the work I needed to do for my job on site before lunch.,achievement
I was really happy yesterday because we had a family reunion.,affection
"After I made my sale, I was able to leave work early and go hang out with friends. ",bonding
I went out to lunch with two of my aunts.,affection
It finally stopped raining after a week.,nature
My husband gave me a genuine compliment.,affection
Spent a few hours with a woman I like a lot.,affection
I was offered a sum of money that I wasn't expecting.,achievement
"After about a month, I sadly had to fly back to my home in Sydney. I said my sorrowful good byes to Sudi and suddenly had a thought. I turned my head and said aYou have been a great friend to me, so I think you should also be a great friend to Ziggya I gave Ziggy to Sudi so he had a friend to play with while I was gone. He was so excited and I felt so pleased with myself. Now every year we fly back to the island and see Ziggy and Sudi, and now Sudi, Ziggy and I are best friends forever- BFF.
",bonding
I found a very cute video of a kitten that was running around and acting like a ninja!  Made me happy and giggle.,leisure
MY BEST FRIEND BIRTHDAY PARTY,bonding
I paid off my credit card fully.,achievement
i have watched a movie with fun and enjoy,leisure
My English Premier League favorite team established a solid lead yesterday with a win.,leisure
The weather was perfect for me to mow my lawn when I got home from work.,nature
 My son came with his daughter . We all chat and enjoy . We went to temple and visit lots of places and ate traditional food. While eating traditional food i really feel happy . Now my wife become so happy seeing all my children.,affection
My mother came to visit and we got along great.,affection
"am feel very happy moment in my life is getting the U.S Visa,...i cant forget anyway that moment in my existence.",achievement
My wife gave birth to a baby boy and this made me happy.,affection
"My husband took his drivers test and past, now he finally has his drivers license!",affection
Getting the house cleaned,achievement
I saw Kong: Skull Island.,leisure
"Meeting a longtime friend for lunch that I hadn't seen for months.  It was fun to catch up, talk and laugh together.",bonding
I was happy when my girlfriend was actually still awake when I got home from work. ,affection
My wife cooked an elaborate and delicious dinner for me as a reward for my hard work in the yard yesterday.,affection
I had potato skins with pork belly on them.,leisure
"Last month i got a bonus 25,0000 rupees from my office for the best performer of the year so am feel very happy .",achievement
I received a higher grade on a test than I expected. ,achievement
I WENT TO MOVIE,leisure
Yesterday I completed a 5 kilometer race at the quickest pace I have ever run.,exercise
Checking my email in the morning to see I have no new messages that I have to respond to.,enjoy_the_moment
Getting my gaming monitor in the mail and finally playing games in 144hz.,achievement
I got promoted at work ,achievement
I AM SO HAPPY WHEN MY FAMILY ARRANGED A TOUR  TO MARINA BEACH IN CHENNAI.WE ARE SPENT 2 DAYS AND 1 NIGHT THERE. THAT IS VERY BIG DAY FOR ME.BECAUSE MY ALL RELATIONS ARE CONDUCT THAT TOUR .,affection
I am moving soon and have been finding so many childhood treasures in old boxes that were stored in my basement.,enjoy_the_moment
i had a great run.,exercise
My cat was sick for a while and now she is back to being herself and playful again!,affection
Today is my wife's birthday.,affection
Another event that made me happy in the past 3 months was being able to buy my girlfriend a surprise gift.,affection
I was told that I would live to see another day.,enjoy_the_moment
"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement,",achievement
"This morning, I realized I wasn't paged while on-call.  Being able to sleep through a full night while on call was a blessing.",enjoy_the_moment
I went on a weekend trip with my friends.,bonding
Eating some good ice cream,leisure
"I heard back from an internship that I am very interested in for this summer. They didn't give me an answer, but was encouraging and told me that I would know if I got it in the next couple of weeks.",achievement
MY SUMMER TRIP USEFUL FOR US . IT ENRICHES OUR MIND AND DEVELOPS A COSMOPOLITAN OUT LOOK .,enjoy_the_moment
Today i mate one of my best friend  ,bonding
Talking to my mother made me happy today.,affection
I went to the movie theater. ,leisure
One event that made me happy was going to my favorite restaurant with my family.,affection
I had a second valve replacement surgery that was extremely successful.,achievement
"I went to Chick-fil-A for lunch this afternoon as a ""treat yo self"" kind of break for me,",leisure
I watched a few videos about successful indie creators and workers which inspired me.,leisure
"Last night, my indoor soccer team won our game ",achievement
"Spending a little more on travel is wise only if spending is worthwhile during travel. I was happy to upgrade my air ticket as I found the upgraded services truly good.
",enjoy_the_moment
I saw my old favorite Hollywood movie on the television.,enjoy_the_moment
I got an unexpected bonus at work,achievement
My fiance and I flew her daughter in for a month to visit us in Texas.,affection
"My daughter, a freshman in college, called ""just to say hello"".",affection
I got to meet my boyfriend's parents. I was really nice to spend time with them and getting to know them. I'm still really happy that they were nice people and seemed to enjoy meeting me. ,affection
On 10th May 2017 I went to that temple at mid day and saw 50 poor persons ate that free meals with full satisfaction and glorious smiles by my donation.  I felt so happy on seeing this scene.   Really we can see the GOD in the smile of a poor.,enjoy_the_moment
An event that made me happy was hanging out with my friends,bonding
When i came home from the gym and my dog greeted me very excitedly. ,affection
I got an interview at a company that I really wanted to work for.,achievement
I received an unexpected text from a man that I like. ,affection
"I am so happy because my husband got promoted at work, seeing him excel is something I live for.",affection
I found out that an expensive car repair I was dreading was covered under factory warranty.,achievement
The delicious steak that I had for dinner tonight made me very happy.,enjoy_the_moment
My daughter played harmonica really well.,affection
I was happy because I got a new game for my Xbox,leisure
I've had a chance to catch up on the news. ,achievement
My grandparents congratulated me on my internship offer.,affection
"I made dinner with my fiancee, and everything came out well.  It was delicious.",affection
I made my goal for MTurk yesterday.,achievement
I got my Bachelors degree in the mail. That was representative of 4 and a half years of hard work.,achievement
When I won 100$ on a scratch card. I didn't expect it.,achievement
I was able to play outside with my kids. ,affection
I got to name my sister-in-law's baby.,affection
Working full time on salary at my job.,achievement
Seeing someone I love find someone that truly cares about them and seeing him smile like never before.,affection
I got 100% on my quiz this week,achievement
I took my kids to the baseball field a few days ago to play baseball.,affection
Walking my dog this morning made me happy.,affection
Me and the granddaughter played tag.,affection
My nephew started saying my name for the first time.,affection
"Then we next to forest areas.Rivers,Forest animals and other animals,snakes and etc.",nature
I was happy the day I met my boyfriend. I actually met him when I was looking for a roommate. When I came to see his place we had an instant connection.,affection
"What make me happy is when I find a good sales. I purchase two rugs each was at regular price $69.99 and they were on sale for $34.99. I payed 14.73 for each rug that was a saving of $112.00 dollars. That made me very happy, I felt like during a flip.",achievement
I found a new software that is helping me to earn more money.,achievement
"Completing a DIY project, repairing my desk, by myself and having it turn out halfway decent.",achievement
My antisocial cat curled up and slept with me last night.,affection
"I had a long 2-hour phone call with my God mother, whom I hadn't spoken to in a couple of months.",affection
I found my favorite t-shirt (hidden deep in the back of my dresser drawer) which I had been missing for the past few months.,enjoy_the_moment
I went for a 3.5 mile run through the park on a sunny day.,exercise
 I WENT TO TEMPLE,leisure
I WENT TO EGGO PARK WITH FAMILY AND FAMILY FRIENDS THAT'S MY HAPPIEST MOMENT.,affection
"Today, we celebrated my friend Srinithi's cute pet ""Tiger"" (Labour Dog)'s first birthday in a grand manner. All our friends in our apartment & neighbouring apartments - who are very much interested in pet growing have participated in the party and we all enjoyed a lot.",bonding
It made me happy to eat many sweets tonight.,enjoy_the_moment
I went to the gym. Hitting a new personal record on the bench press made me more confident in my abilities.  ,exercise
I went for a long walk with my dogs.,exercise
"My youngest daughters first birthday party, this was an amazing day.",affection
Ate some good yogurt from target,enjoy_the_moment
"I successfully rolled out the perpetual knots in my calves last night (after a week of work), and my posture and foot pain have improved drastically. ",achievement
When my friend Helena came to visit me for a week.,bonding
"I went on a mountain trip with several friends, drank beer and had barbecues there.",bonding
The day with my pet,affection
My little girl won in a drawing competition and it made me happy,affection
I watched a movie with my friends last night and we had fun making fun of the movie and just hanging out.,bonding
Got good performance rating from my manager,achievement
I got to socialize with friends.,bonding
I planned a nice date for my girlfriend.,affection
I got a stromboli for dinner last night.,enjoy_the_moment
I was able to help my family deal with debt,affection
Finishing plaster in the basement,achievement
MY BOY FRIEND LOVE FEELING  ,affection
My son found The Real Ghostbusters on Netflix so we sat down and watched a few cartoons together. ,affection
I became happy when I got an internship relating to my college major at a fitness company in Illinois.,achievement
Made love to my wife.,affection
My dad made dinner.,affection
I talked to an old for for the first time in about a year.,bonding
I reserved a new puppy who will come to live with me in a month.,affection
"This past Sunday was my brother-in-law's birthday, so to celebrate we went to the state park and hiked for a day.",affection
Received the annual increment letter from my employer,achievement
Holding my baby niece.,affection
The happiest day of my life was when I got the chance to be one of the EMS. I felt like I was being carried away by them because the EMS are expert in lit as well as in linguistics. they are also taught to be a good citizen of our society.,enjoy_the_moment
I weighed myself and found out that I've lost two pounds,achievement
We went to a movie yesterday night and my kid enjoyed the most.,affection
"I discovered that a plant I thought had died last summer, has come back this spring for another try.",nature
We stopped by his office before coming home and I got to see one of his co-workers that I consider a friend. ,bonding
Having dinner at Steak and Shake made me happy.,enjoy_the_moment
I stayed up until 5am turking and made $20.,achievement
I BOUGHT A NEW CAR,achievement
My best friend and I went shopping and I found awesome deals. ,bonding
 yesterday Took my children to a mall where they played so many games.And they were happy and making them happy was a pleasure to me,affection
Today my friend in Geology held the door for me.,bonding
I passed my test ,achievement
I got a well deserved promotion at my workplace today... That I got this overtaking many others gave me lot of joy and happiness...,achievement
I was able to eat one of my favorite meals. ,enjoy_the_moment
My dad said that he was proud of me and that myself and my husband will make excellent parents.,affection
I had a most delicious beef roast dinner with my brother.,affection
I saw a glassblowing demonstration that was so amazing and then bought a piece of art from the same place. ,enjoy_the_moment
I finished screening in the balcony of my apartment so my cats can safely stay outside and watch nature.,achievement
My daughter who is only 5 years old had been playing around in the park. All of a sudden she stopped playing and ran to me to give me a hug and then again she ran away and started playing.,affection
I felt happy playing with my son yesterday outside in the yard.  ,affection
"My sister, who has cancer, told me she finally surrendered and got a wig and it wasn't as bad as she feared.",affection
During the last three months my mother celebrated her 86 th birthday. Every Birthday I get to spend with her is a blessing. ,affection
My husband woke up about 3 hours early just to make me coffee.,affection
I spoke to a friend who said he would hang out with me all the time.,bonding
I was at an office having difficulties due to my disability when another worker stood up for me.,bonding
Having a beer with my dad.,affection
Petrol price have been going up lately and I was quite unhappy. Last day the price dropped a little and it made me happy. ,enjoy_the_moment
My wife gave birth to a healthy baby boy despite my persisting worry that something would go wrong.,affection
I was happy to watch Master of None; it's a pretty good show.,leisure
MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,affection
"My son came to visit, he is 22 and still trying to make his way in life. I was able to afford to get him some groceries to get him going for the week.",affection
"My happiest moment was when I gave birth to my son. After
nine long months of waiting to meet him, at last that day
came. I was just so happy, and its unexplainable!",affection
Planned to have dinner with an old friend.,bonding
Yesterday it was beautiful out so I decided to take a long walk and enjoy the nature that surrounded me.,nature
I got the movie ticket of my favorite actor - first day first show,leisure
"My small sister was afraid of riding bicycle so I decided to teach him how to get out of fear, the moment she realized that she can overcome her fears that movement make me happy. ",affection
I did some online shopping on Jet.com and was surprisingly able to find some items to order that I'm too lazy to go pick up at a store.,leisure
"My office annul day function. I am participant the dancing program get the first price in the function.
i am very really happy and enjoyed the function.",achievement
I ate dinner tonight at Burger King ,leisure
I went to the farmers market Saturday afternoon and got amazing giant eggplants to make eggplant Parmesan. ,achievement
enjoy a lot a park and garden with children,affection
I finally finished the automation test for the software we develop at work.  It walks through the entire lifecycle of a trade of a security in the stock market recording all of the data in our software as it goes along.  A great accomplishment for me early in my career,achievement
"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement",affection
I got a check from massSave for a rebate on my new furnace.,achievement
New xbox game.,leisure
"I was watching The Lost City of Z and the was a quote at the end of the movie that said, ""Be brave because whatever happens, it is destiny."" At that moment my life made complete sense and all of my worries disappeared and I have been happy ever since.",enjoy_the_moment
"My dog Maggie wagged her tail, wiggled, and barked excitedly when I got home.",affection
"I helped my brother buy new shoes. He keeps exercising allot and needed new shoes but did not have enough money, so I went ahead and purchased him a new pair of runner shoes.",affection
Made a great grilled cheese and ham on whole wheat for lunch. ,achievement
I cooked a delicious stir-fry dish.,achievement
"Drinking a ginger tea , thatas all there is , this week hasn't been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.",leisure
Finishing my book.,achievement
Mom brought home pizza for my family when she came back from work. ,affection
"The first was in my junior high school graduation. My mother was so proud of me that she put her arm around mine. That surprised me, as she never did that.",affection
I WENT TO MOVIE,leisure
"At work I was joking about having to babysit my niece over the weekend, and how she keeps scratching her butt and trying to touch things around the house and hug me. ",affection
I exercised when I  woke up and it felt wonderful to feel energized in the morning. ,exercise
"My best friend was going abroad for better carrier opportunities. I was really happy to see her achieve her goals, the way she had planned.",bonding
I had a really long talk with a friend I haven't seen in a very long time. ,bonding
I figured out how to save money on health care bill by paying with HSA pre tax dollars.,achievement
I listened to some jazz and enjoyed the opportunity to relax.,enjoy_the_moment
I was walking outside and saw no clouds in the sky.,nature
"When I was finally able to watch the movie, Fallen.",leisure
I played a video game.,leisure
I met with my school friends and enjoyed a lot.,bonding
I achieved my goal of completing a project.,achievement
My good friends are coming over tonight for a get together.,bonding
I enjoyed some funny stand up comedy with my partner.,affection
I was happy when my husband and kids got me flowers and gifts for Mother's Day.,affection
I went into work early today to fill out paperwork for my raise.,achievement
Seeing my baby's heartbeat for the first time on an ultrasound. ,affection
"My wife usually does the laundry; however, when I get a chance to do a load of laundry it makes me happy.",affection
My youngest granddaughter woke up from her nap and I went upstairs to get her and she smiled at me when I came through the door.,affection
MY SISTER'S MARRIAGE FUNCTION,affection
My daughter told an unexpectedly funny joke. ,affection
I was told that i will gain another 5 personal days in July bringing my total to about 2 weeks.,achievement
"WE HAVE MET IN MY COMMUNITY FOR EVERY NEIGHBOR TO CONTRIBUTE ITS IDEAS TO SUPPORT THE WORK OF SANITATION AND TO AVOID THE CONTAMINATION THAT MAY PRODUCE DISEASES, THE PARTICIPATION AND COMMITMENT OF ALL FILLS ME OF JOY BECAUSE WE ARE WORKING FOR A COMMON GOOD",bonding
I got to watch my kids have a lot of fun at an Easter Egg Hunt.,affection
I spent a full weekend with my girlfriend for the first time in about a month. We watched movies and went to the store together.,affection
When my first performance as a stand up comedian was well received. ,achievement
This morning I took yet another trip to the garden center for plants that will go in my garden. ,nature
"I found an apartment I really liked, and got accepted to take it.",achievement
Laughing so hard when telling a story you can barely make it to the end.When you've finished a really good book and you just put it down on your lap and stare into space for a couple minutes because you need to collect yourself and return to reality.Surprises. Good surprises.,leisure
I LIKE EVERYDAY GAMES ON THE FRIENDS SO I ENJOY WELL ,leisure
"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha",bonding
I went to the movies with my kids and they enjoyed it.,affection
I cleaned a big portion of the apartment and can look forward to relaxing tomorrow.,achievement
I got a surprised gift from an old friend.,bonding
My credit score finally reached the point that I can buy a home with a good interest rate.,achievement
I made strawberry freezer jam and it is setting up nicely. I don't always have good luck getting the right texture with jam.,achievement
MY MOM'S BIRTHDAY CELEBRATION SO I REALLY ENJOYED,affection
In Bullet bike I gone for a long drive and that moment make me feel happy.,enjoy_the_moment
"I had a new furnace and central air conditioner installed to replace old HVAC equipment, and received both a 0% interest 7-year loan for this and $1750 in rebates from nan.",achievement
Going to the movies with a girl I like to see Guardians of the Galaxy 2.,bonding
Planning of my work and organizing it.,achievement
my best friend finally got a job.,bonding
Purchased a washing machine for washing my clothes.,achievement
Baseball season started this weekend and baseball is back on tv!,leisure
I was happy to temporarily get relatively caught up at work.,achievement
"In a game of volleyball, I jumped for a spike that I didn't think I would be able to get to, but was able to spike it instead, and got a winner off of it.",achievement
I recently purchased my first home in the town I was raised in.,achievement
Made love to my wife.,affection
I WENT TO DRAMA,leisure
My wife surprising me with a little over $100 in gift cards for Amazon to buy whatever I wanted for my birthday.,affection
Then two days ago my youngest brother informed me that his son received a large raise in salary that allowed him to consdier purchasing a new auto.,affection
I exercised again today and have been noticing improvements in both building muscle and weight loss. ,exercise
"I watched my eighteen month old son run around the house, chasing the cat, and yelling, ""kitty!"".",affection
I got a new job offer from an IT company.,achievement
I was happy that my wife brought home a pizza for dinner.,affection
i went to temple,leisure
It made me extremely happy when my daughter was born in February. ,affection
My friend sent me pictures of his cat.,bonding
A receptionist at the doctor's office was really helpful to me when I needed help.,bonding
I've made $40 in 2 hours mturking so far,achievement
I WENT TO TEMPLE.,leisure
I upgraded my phone.,achievement
I set daily goals for myself in order to make sure that I have all the things necessary for a successful and happy future. Today I have met all my daily goals and that is something that makes me proud and happy,achievement
My husbands medical test results came back good,affection
I BOUGHT GOT A CAR ,achievement
Tomorrow is Friday and I'm celebrating a friends birthday.,bonding
I went out with some friends to get some food. We originally planned to go to Starbucks but we changed plans at the last minute to go to a local coffee shop. I bought a wrap there and it was surprisingly good! I was happy we changed our destination.,bonding
An event that made me happy was 2 months ago when my son won the speech contest at school.,affection
My tax refund arrived!,achievement
I got a haircut that I really liked.,enjoy_the_moment
I watched an episode of the Office.,leisure
My mom finally got the surgery she needed.,affection
The car that i was presented is one of the rarest collection of Austin.,achievement
I just got back my tax refund today!,achievement
Went for a dinner with my whole family and we spent the time fully in a happy moments and feel like time flies in a moment. All the family get together and had a great dinner.,affection
The first part of my bathroom remodeling project was completed under budget.,achievement
MY BEST FRIEND MARRIAGE PARTY,bonding
MY SISTER'S MARRIAGE FUNCTION,affection
I booked a trip to Bali for the end of the year with my girlfriend.,affection
I earned a large bonus on Mechanical Turk.,achievement
I watched a good movie on Netflix last night,leisure
MY SISTER'S MARRIAGE FUNCTION,affection
I won 2 league of legends games in a row,leisure
I went to Disneyland.,leisure
My mother is recovering from weakness after chemotherapy cycle.,affection
I am nearing the end of my school year.,achievement
"I went out to lunch with Rachael, whom I don't see often.",bonding
"Last week I went to a concert with an old friend/former flame. We saw Jason Isbell, who is a singer-songwriter we both love and share a sentimental connection to. Our time together was the most pleasant it has ever been and I felt unexpectedly happy being around him.",bonding
I started a new investing class tonight that I have been waiting a long time to take.,achievement
I purchased a good video game at a discount.,leisure
"At the library parking lot this morning, I drove too much forward in the parking space and the bottom front of the car scraped over the concrete wheel stop. So happy no damage.",achievement
"My roommates decided to visit family for the night and that left the house to just my wife and myself, so she picked up a couple steaks and I prepared her favorite meal, garlic steak.",bonding
"Today i book a new car ,that's makes me very happy",achievement
I moved into a new house. ,achievement
A friend brought their newborn baby to visit .,bonding
It was a beautiful Spring day and I went for a walk with my husband.,affection
"I got the storm shelter cleaned out, which I had been putting off.",achievement
"I was very happy when I came to my dining hall and it was not very busy, so I could enjoy my dinner in relative silence",enjoy_the_moment
Waking up this morning from an amazing dream had me in a great mood. I'm not a morning person in the slightest so it was a good change.,enjoy_the_moment
"I got to go see a movie I had been wanting to see for a long time, Hidden Figures and I got a huge popcorn and it was amazing.",enjoy_the_moment
I asked my girlfriend to marry me and she said yes.,affection
GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY,affection
I  finally finished project that i started long time ago. ,achievement
I called an old friend and talked for a while,bonding
"My son started crawling.  It made me very happy, for about a week.  He has been trying so hard to crawl for probably 20 days, and just finally ""got it"".",affection
I played a few fun games of poker.,leisure
"WHEN I CAME TO MY OFFICE, I MET MY GRANDPA AND GRANDMA. THEY SHARED ME ABOUT MY UNCLE'S SUMMER VOCATION TRIP AND BLESSED ME TO GET A BRIGHT FUTURE IN MY LIFE.",affection
"It's a day designated to take a step back, look at ourselves, and think about what we've witnessed and what we've experienced over the past year. It's not just a celebration of one day. It's a celebration, and a remembrance, of everything that's happened ",enjoy_the_moment
Woke up early and performed pilates exercise routine.,exercise
"I have almost achieved my weight loss goal of around 25 pounds, being down to 215 with only 15 more to go!",achievement
My cat made me happy in the past 24 hours.,affection
the tooth ache that had been quite troublesome for about a week hardly bothered me at all yesterday.,enjoy_the_moment
I WENT TO TEMPLE.,leisure
I picked my daughter up from school and found out she got a 97 on a test she took that she was worried would be a hard test.,affection
I met a girl and ended up going on a date with her to the mall in town and after we went to eat at a nice restaurant.,affection
I saw a Loon as I was taking my afternoon walk along the Wisconsin River. ,nature
I painted my deck and it turned out beautifully.,achievement
Getting a pedicure with four of my close friends. ,bonding
Last month was one of my memorable month. My share price are maximum within 5 years. It was my most memorable event. I gain huge from my share. I'm now millionaire . ,achievement
Happy my check wasn't short!,achievement
"The last event that made me really happy was on Mother's Day. My husband and two year old decided to cook me dinner. Neither of them can cook but they still managed to make me a delicious pasta dish. I felt appreciated, which made me happy. ",affection
I AM SO HAPPY WHEN MY FAMILY ARRANGED A TOUR  TO MARINA BEACH IN CHENNAI.WE ARE SPENT 2 DAYS AND 1 NIGHT THERE. THAT IS VERY BIG DAY FOR ME.BECAUSE MY ALL RELATIONS ARE CONDUCT THAT TOUR .,affection
